Evening Standard,https://www.standard.co.uk/news/uk/wales-circuitbreaker-lockdown-friday-a4572006.html
Evening Standard,http://standard.co.uk/news/uk/uk-coronavirus-live-latest-updates-london-tier-2-lockdown-lancashire-a4571981.html
Evening Standard,https://www.standard.co.uk/news/uk/sage-coronavirus-pandemic-not-changing-a4571934.html
Financial Times,https://www.ft.com/reports/colombia-covid
Financial Times,https://www.ft.com/content/33860194-546a-42cd-92ca-a0ca3703e95c
The Guardian,https://www.theguardian.com/world/2020/oct/17/coronavirus-1-million-young-britons-face-jobs-crisis-within-weeks
The Guardian,https://www.theguardian.com/world/live/2020/oct/17/coronavirus-live-news-us-cases-pass-8m-hope-in-victoria-after-just-one-new-case-recorded
The Guardian,https://www.theguardian.com/world/2020/oct/17/coronavirus-us-records-highest-daily-case-total-since-july
Metro,https://metro.co.uk/2020/10/17/more-than-220-cambridge-students-told-to-self-isolate-after-18-cases-in-halls-13439699/
Metro,https://metro.co.uk/2020/10/17/wales-set-for-17-day-circuit-break-lockdown-next-week-leaked-letter-claims-13439540/
Metro,https://metro.co.uk/2020/10/17/confusion-for-greater-manchester-as-row-between-no-10-and-andy-burnham-continues-13438415/
Metro,https://metro.co.uk/2020/10/17/thousands-of-protesters-fill-london-streets-after-capital-moved-to-tier-2-rules-13438503/
Metro,https://metro.co.uk/2020/10/17/can-travel-wales-work-tier-lockdown-coronavirus-uk-13437925/
Metro,https://metro.co.uk/2020/10/17/coronavirus-deaths-exceed-100-for-fifth-day-in-row-with-16171-new-cases-13438555/
Metro,https://metro.co.uk/2020/10/17/survival-rate-of-intensive-care-coronavirus-patients-has-improved-13437841/
Metro,https://metro.co.uk/2020/10/17/mayor-of-liverpools-brother-dies-after-battle-with-coronavirus-13437773/
The Guardian,https://www.theguardian.com/uk-news/2020/oct/10/a-covid-tsunami-may-be-about-to-overwhelm-struggling-hospitals
Socialist Worker,https://socialistworker.co.uk/art/50791/Students+and+workers+demand+action+over+coronavirus+at+universities
Socialist Worker,https://socialistworker.co.uk/art/50790/Facebook+workers+speak+out+++Bosses+are+taking+advantage+of+Covid+19+to+attack+us
Socialist Worker,https://socialistworker.co.uk/art/50776/Three+tier+lockdown+system+is+not+enough+to+contain+coronavirus
Socialist Worker,https://socialistworker.co.uk/art/50763/Battle+on+for+safety+after+London+bus+drivers+death
PR Newswire,https://www.prnewswire.co.uk/news-releases/non-limited-life-medical-cylinder-launched-by-luxfer-as-covid-19-increases-demand-for-solutions-to-help-millions-with-respiratory-conditions-887514683.html
The Guardian,https://www.theguardian.com/commentisfree/2020/oct/11/as-the-tide-of-coronavirus-swells-again-boris-johnson-heads-into-a-perfect-storm
CNN,https://www.cnn.com/2020/10/16/uk/multi-generational-households-coronavirus-gbr-intl/index.html
CNN,https://www.cnn.com/2020/10/16/business/uk-brexit-deal-economy/index.html
CNN,https://www.cnn.com/2020/10/16/uk/london-coronavirus-restrictions-gbr-intl/index.html
Telegraph,https://www.telegraph.co.uk/politics/2020/10/17/tony-blair-accused-breaking-quarantine-rules-us-trip/
The Guardian,https://www.theguardian.com/commentisfree/2020/oct/03/the-observer-view-on-donald-trumps-coronavirus-infection
The Guardian,https://www.theguardian.com/world/2020/oct/17/covid-reinfections-to-be-expected-as-virus-spreads-say-government-scientists
The Guardian,https://www.theguardian.com/world/2020/oct/16/coronavirus-covid-19-cases-us-8-million
The Guardian,https://www.theguardian.com/world/ng-interactive/2020/sep/21/coronavirus-covid-19-map-us-cases-deaths-state-by-state
The Guardian,https://www.theguardian.com/us-news/2020/oct/17/american-crisis-review-andrew-cuomo-new-york-covid-trump-biden
The Guardian,https://www.theguardian.com/society/2020/oct/17/are-we-near-to-having-a-vaccine-for-covid-19
